Dates,Open Price,High Price,Low Price,Close Price
21-07-1999,1377.1,1386.59,1372.64,1379.29
22-07-1999,1379.29,1379.29,1354.02,1360.97
23-07-1999,1360.97,1367.48,1349.91,1356.94
26-07-1999,1356.94,1358.57,1346.11,1347.76
27-07-1999,1347.75,1368.77,1347.75,1362.84
28-07-1999,1362.84,1370.53,1355.54,1365.4
29-07-1999,1365.4,1365.4,1332.82,1341.03
30-07-1999,1341.03,1350.92,1328.49,1328.72
02-08-1999,1328.72,1344.73,1325.18,1328.05
03-08-1999,1328.05,1336.06,1314.94,1322.18
04-08-1999,1322.18,1330.09,1304.54,1305.33
05-08-1999,1305.33,1313.71,1287.3,1313.71
06-08-1999,1313.71,1316.75,1293.18,1300.29
09-08-1999,1300.29,1306.71,1295.93,1297.8
10-08-1999,1297.8,1298.78,1267.73,1281.43
11-08-1999,1281.43,1301.93,1281.43,1301.93
12-08-1999,1301.93,1313.61,1298.06,1298.16
13-08-1999,1298.16,1327.71,1298.16,1327.68
16-08-1999,1327.68,1331.1,1320.79,1330.77
17-08-1999,1330.77,1344.16,1328.76,1344.16
18-08-1999,1344.16,1344.16,1332.07,1332.84
19-08-1999,1332.84,1332.84,1315.37,1323.59
20-08-1999,1323.59,1336.61,1323.59,1336.61
23-08-1999,1336.61,1360.24,1336.61,1360.22
24-08-1999,1360.22,1373.32,1353.74,1363.5
25-08-1999,1363.5,1382.75,1359.18,1381.79
26-08-1999,1381.79,1381.79,1361.62,1362.01
27-08-1999,1362.01,1365.63,1347.35,1348.27
30-08-1999,1348.27,1350.58,1322.77,1324.02
31-08-1999,1324.02,1333.28,1306.91,1320.41
01-09-1999,1320.41,1331.18,1320.31,1331.07
02-09-1999,1331.07,1331.07,1304.8,1319.11
03-09-1999,1319.11,1357.75,1319.11,1357.24
07-09-1999,1357.24,1361.39,1349.59,1350.45
08-09-1999,1350.45,1355.2,1337.36,1344.15
09-09-1999,1344.15,1347.66,1333.91,1347.66
10-09-1999,1347.66,1357.62,1346.2,1351.66
13-09-1999,1351.66,1351.66,1341.7,1344.13
14-09-1999,1344.13,1344.13,1330.6,1336.29
15-09-1999,1336.29,1347.41,1317.97,1317.97
16-09-1999,1317.97,1322.51,1299.95,1318.48
17-09-1999,1318.48,1337.54,1318.48,1335.42
20-09-1999,1335.42,1338.55,1330.62,1335.53
21-09-1999,1335.52,1335.52,1302.06,1307.58
22-09-1999,1307.58,1316.2,1297.81,1310.51
23-09-1999,1310.51,1315.31,1277.3,1280.41
24-09-1999,1280.41,1281.21,1263.79,1277.36
27-09-1999,1277.36,1295.07,1277.36,1283.31
28-09-1999,1283.31,1285.39,1256.29,1282.2
29-09-1999,1282.2,1289.16,1268.16,1268.37
30-09-1999,1268.37,1291.32,1268.37,1282.71
01-10-1999,1282.71,1283.19,1265.86,1282.81
04-10-1999,1282.81,1304.6,1282.81,1304.6
05-10-1999,1304.6,1316.43,1286.44,1301.35
06-10-1999,1301.35,1325.46,1301.35,1325.4
07-10-1999,1325.4,1328.03,1314.13,1317.64
08-10-1999,1317.64,1336.57,1311.72,1336.02
11-10-1999,1336.02,1339.23,1332.96,1335.21
12-10-1999,1335.21,1335.77,1311.8,1313.04
13-10-1999,1313.04,1313.04,1282.8,1285.55
14-10-1999,1285.55,1289.59,1267.75,1283.42
15-10-1999,1283.42,1283.42,1245.39,1247.41
18-10-1999,1247.41,1254.13,1233.66,1254.13
19-10-1999,1254.13,1279.3,1254.13,1261.32
20-10-1999,1261.32,1289.44,1261.32,1289.43
21-10-1999,1289.43,1289.43,1265.61,1283.61
22-10-1999,1283.61,1308.89,1283.61,1301.65
25-10-1999,1301.65,1301.83,1286.08,1293.63
26-10-1999,1293.63,1303.44,1281.86,1281.91
27-10-1999,1281.91,1299.39,1280.48,1296.71
28-10-1999,1296.71,1342.47,1296.71,1342.44
29-10-1999,1342.44,1373.22,1342.44,1362.93
01-11-1999,1362.93,1367.37,1353.92,1354.12
02-11-1999,1354.12,1369.44,1346.49,1347.74
03-11-1999,1347.74,1360.44,1347.74,1354.93
04-11-1999,1354.93,1369.4,1354.93,1362.64
05-11-1999,1362.64,1387.49,1362.64,1370.23
08-11-1999,1370.23,1380.78,1363.73,1377.01
09-11-1999,1377.01,1383.81,1361.45,1365.28
10-11-1999,1365.28,1379.26,1360.19,1373.46
11-11-1999,1373.46,1382.12,1372.2,1381.46
12-11-1999,1381.46,1396.12,1367.97,1396.06
15-11-1999,1396.06,1398.59,1392.17,1394.39
16-11-1999,1394.39,1420.36,1394.39,1420.07
17-11-1999,1420.07,1423.55,1410.69,1410.71
18-11-1999,1410.71,1425.27,1410.71,1424.94
19-11-1999,1424.94,1424.94,1417.61,1422
22-11-1999,1422,1425.15,1412.3,1420.94
23-11-1999,1420.94,1424.1,1402.2,1404.64
24-11-1999,1404.64,1419.71,1399.17,1417.08
26-11-1999,1417.08,1425.24,1416.14,1416.62
29-11-1999,1416.62,1416.62,1404.15,1407.83
30-11-1999,1407.83,1410.59,1386.95,1388.91
01-12-1999,1388.91,1400.12,1387.38,1397.72
02-12-1999,1397.72,1409.04,1397.72,1409.04
03-12-1999,1409.04,1447.42,1409.04,1433.3
06-12-1999,1433.3,1434.15,1418.25,1423.33
07-12-1999,1423.33,1426.81,1409.17,1409.17
08-12-1999,1409.17,1415.66,1403.88,1403.88
09-12-1999,1403.88,1418.46,1391.5,1408.11
10-12-1999,1408.11,1421.58,1405.65,1417.04
13-12-1999,1417.04,1421.58,1410.1,1415.22
14-12-1999,1415.22,1418.3,1401.59,1403.17
15-12-1999,1403.17,1417.34,1395.93,1413.32
16-12-1999,1413.32,1422.94,1408.35,1418.78
17-12-1999,1418.78,1431.77,1418.78,1421.03
20-12-1999,1421.03,1429.16,1411.1,1418.09
21-12-1999,1418.09,1436.47,1414.8,1433.43
22-12-1999,1433.43,1440.02,1429.05,1436.13
23-12-1999,1436.13,1461.44,1436.13,1458.34
27-12-1999,1458.34,1463.19,1450.83,1457.1
28-12-1999,1457.09,1462.68,1452.78,1457.66
29-12-1999,1457.66,1466.1,1457.66,1463.46
30-12-1999,1463.46,1473.1,1462.6,1464.47
31-12-1999,1464.47,1472.42,1463.36,1469.25
03-01-2000,1469.25,1478,1438.36,1455.22
04-01-2000,1455.22,1455.22,1397.43,1399.42
05-01-2000,1399.42,1413.27,1377.68,1402.11
06-01-2000,1402.11,1411.9,1392.02,1403.45
07-01-2000,1403.45,1441.47,1400.73,1441.47
10-01-2000,1441.47,1464.36,1441.47,1457.6
11-01-2000,1457.6,1458.66,1434.42,1438.56
12-01-2000,1438.56,1442.6,1427.08,1432.25
13-01-2000,1432.25,1454.2,1432.25,1449.68
14-01-2000,1449.68,1473,1449.68,1465.15
18-01-2000,1465.15,1465.15,1451.3,1455.14
19-01-2000,1455.14,1461.39,1448.68,1455.9
20-01-2000,1455.9,1465.71,1438.54,1445.57
21-01-2000,1445.57,1453.18,1439.6,1441.36
24-01-2000,1441.36,1454.09,1395.42,1401.53
25-01-2000,1401.53,1414.26,1388.49,1410.03
26-01-2000,1410.03,1412.73,1400.16,1404.09
27-01-2000,1404.09,1418.86,1380.71,1398.56
28-01-2000,1398.56,1398.56,1356.2,1360.16
31-01-2000,1360.16,1394.5,1350.05,1394.46
01-02-2000,1394.46,1412.49,1384.79,1409.28
02-02-2000,1409.28,1420.61,1403.49,1409.12
03-02-2000,1409.12,1425.78,1398.52,1424.97
04-02-2000,1424.97,1435.91,1420.63,1424.37
07-02-2000,1424.37,1427.15,1413.33,1424.24
08-02-2000,1424.24,1441.83,1424.24,1441.72
09-02-2000,1441.72,1444.55,1411.65,1411.7
10-02-2000,1411.7,1422.1,1406.43,1416.83
11-02-2000,1416.83,1416.83,1378.89,1387.12
14-02-2000,1387.12,1394.93,1380.53,1389.94
15-02-2000,1389.94,1407.72,1376.25,1402.05
16-02-2000,1402.05,1404.55,1385.58,1387.67
17-02-2000,1387.67,1399.88,1380.07,1388.26
18-02-2000,1388.26,1388.59,1345.32,1346.09
22-02-2000,1346.09,1358.11,1331.88,1352.17
23-02-2000,1352.17,1370.11,1342.44,1360.69
24-02-2000,1360.69,1364.8,1329.88,1353.43
25-02-2000,1353.43,1362.14,1329.15,1333.36
28-02-2000,1333.36,1360.82,1325.02,1348.05
29-02-2000,1348.05,1369.63,1348.05,1366.42
01-03-2000,1366.42,1383.46,1366.42,1379.19
02-03-2000,1379.19,1386.56,1370.35,1381.76
03-03-2000,1381.76,1410.88,1381.76,1409.17
06-03-2000,1409.17,1409.74,1384.75,1391.28
07-03-2000,1391.28,1399.21,1349.99,1355.62
08-03-2000,1355.62,1373.79,1346.62,1366.7
09-03-2000,1366.7,1401.82,1357.59,1401.69
10-03-2000,1401.69,1413.46,1392.07,1395.07
13-03-2000,1395.07,1398.39,1364.84,1383.62
14-03-2000,1383.62,1395.38,1359.15,1359.15
15-03-2000,1359.15,1397.99,1356.99,1392.15
16-03-2000,1392.15,1458.47,1392.15,1458.47
17-03-2000,1458.47,1477.33,1453.27,1464.47
20-03-2000,1464.47,1470.3,1448.43,1456.63
21-03-2000,1456.63,1493.92,1446.06,1493.87
22-03-2000,1493.87,1505.08,1487.33,1500.64
23-03-2000,1500.64,1532.5,1492.39,1527.35
24-03-2000,1527.35,1552.87,1516.83,1527.46
27-03-2000,1527.46,1534.63,1518.46,1523.86
28-03-2000,1523.86,1527.36,1507.09,1507.73
29-03-2000,1507.73,1521.45,1497.45,1508.52
30-03-2000,1508.52,1517.38,1474.63,1487.92
31-03-2000,1487.92,1519.81,1484.38,1498.58
03-04-2000,1498.58,1507.19,1486.96,1505.97
04-04-2000,1505.98,1526.45,1417.22,1494.73
05-04-2000,1494.73,1506.55,1478.05,1487.37
06-04-2000,1487.37,1511.76,1487.37,1501.34
07-04-2000,1501.34,1518.68,1501.34,1516.35
10-04-2000,1516.35,1527.19,1503.35,1504.46
11-04-2000,1504.46,1512.8,1486.78,1500.59
12-04-2000,1500.59,1509.1,1466.15,1467.17
13-04-2000,1467.17,1477.52,1439.34,1440.51
14-04-2000,1440.51,1440.51,1339.4,1356.56
17-04-2000,1356.56,1401.53,1346.5,1401.44
18-04-2000,1401.44,1441.61,1397.81,1441.61
19-04-2000,1441.61,1447.69,1424.26,1427.47
20-04-2000,1427.47,1435.49,1422.08,1434.54
24-04-2000,1434.54,1434.54,1407.13,1429.86
25-04-2000,1429.86,1477.67,1429.86,1477.44
26-04-2000,1477.44,1482.94,1456.98,1460.99
27-04-2000,1460.99,1469.21,1434.81,1464.92
28-04-2000,1464.92,1473.62,1448.15,1452.43
01-05-2000,1452.43,1481.51,1452.43,1468.25
02-05-2000,1468.25,1468.25,1445.22,1446.29
03-05-2000,1446.29,1446.29,1398.36,1415.1
04-05-2000,1415.1,1420.99,1404.94,1409.57
05-05-2000,1409.57,1436.03,1405.08,1432.63
08-05-2000,1432.63,1432.63,1417.05,1424.17
09-05-2000,1424.17,1430.28,1401.85,1412.14
10-05-2000,1412.14,1412.14,1375.14,1383.05
11-05-2000,1383.05,1410.26,1383.05,1407.81
12-05-2000,1407.81,1430.13,1407.81,1420.96
15-05-2000,1420.96,1452.39,1416.54,1452.36
16-05-2000,1452.36,1470.4,1450.76,1466.04
17-05-2000,1466.04,1466.04,1441.67,1447.8
18-05-2000,1447.8,1458.04,1436.59,1437.21
19-05-2000,1437.21,1437.21,1401.74,1406.95
22-05-2000,1406.95,1410.55,1368.73,1400.72
23-05-2000,1400.72,1404.04,1373.6,1373.86
24-05-2000,1373.86,1401.75,1361.09,1399.05
25-05-2000,1399.05,1411.65,1373.93,1381.52
26-05-2000,1381.52,1391.42,1369.75,1378.02
30-05-2000,1378.02,1422.45,1378.02,1422.45
31-05-2000,1422.44,1434.49,1415.5,1420.6
01-06-2000,1420.6,1448.81,1420.6,1448.81
02-06-2000,1448.81,1483.23,1448.81,1477.26
05-06-2000,1477.26,1477.28,1464.68,1467.63
06-06-2000,1467.63,1471.36,1454.74,1457.84
07-06-2000,1457.84,1474.64,1455.06,1471.36
08-06-2000,1471.36,1475.65,1456.49,1461.67
09-06-2000,1461.67,1472.67,1454.96,1456.95
12-06-2000,1456.95,1462.93,1445.99,1446
13-06-2000,1446,1470.42,1442.38,1469.44
14-06-2000,1469.44,1483.62,1467.71,1470.54
15-06-2000,1470.54,1482.04,1464.62,1478.73
16-06-2000,1478.73,1480.77,1460.42,1464.46
19-06-2000,1464.46,1488.93,1459.05,1486
20-06-2000,1486,1487.32,1470.18,1475.95
21-06-2000,1475.95,1482.19,1468,1479.13
22-06-2000,1479.13,1479.13,1448.03,1452.18
23-06-2000,1452.18,1459.94,1438.31,1441.48
26-06-2000,1441.48,1459.66,1441.48,1455.31
27-06-2000,1455.31,1463.44,1450.55,1450.55
28-06-2000,1450.55,1467.6,1450.55,1454.82
29-06-2000,1454.82,1455.14,1434.63,1442.39
30-06-2000,1442.39,1454.68,1438.71,1454.6
03-07-2000,1454.6,1469.58,1450.85,1469.54
05-07-2000,1469.54,1469.54,1442.45,1446.23
06-07-2000,1446.23,1461.65,1439.56,1456.67
07-07-2000,1456.67,1484.12,1456.67,1478.9
10-07-2000,1478.9,1486.56,1474.76,1475.62
11-07-2000,1475.62,1488.77,1470.48,1480.88
12-07-2000,1480.88,1497.69,1480.88,1492.92
13-07-2000,1492.92,1501.39,1489.65,1495.84
14-07-2000,1495.84,1509.99,1494.56,1509.98
17-07-2000,1509.98,1517.32,1505.26,1510.49
18-07-2000,1510.49,1510.49,1491.35,1493.74
19-07-2000,1493.74,1495.63,1479.92,1481.96
20-07-2000,1481.96,1501.92,1481.96,1495.57
21-07-2000,1495.57,1495.57,1477.91,1480.19
24-07-2000,1480.19,1485.88,1463.8,1464.29
25-07-2000,1464.29,1476.23,1464.29,1474.47
26-07-2000,1474.47,1474.47,1452.42,1452.42
27-07-2000,1452.42,1464.91,1445.33,1449.62
28-07-2000,1449.62,1456.68,1413.89,1419.89
31-07-2000,1419.89,1437.65,1418.71,1430.83
01-08-2000,1430.83,1443.54,1428.96,1438.1
02-08-2000,1438.1,1451.59,1433.49,1438.7
03-08-2000,1438.7,1454.19,1425.43,1452.56
04-08-2000,1452.56,1462.93,1451.31,1462.93
07-08-2000,1462.93,1480.8,1460.72,1479.32
08-08-2000,1479.32,1484.4,1472.53,1482.8
09-08-2000,1482.8,1490.37,1471.32,1472.87
10-08-2000,1472.87,1475.19,1459.85,1460.25
11-08-2000,1460.25,1475.72,1453.06,1471.84
14-08-2000,1471.84,1491.64,1468.56,1491.56
15-08-2000,1491.56,1493.12,1482.74,1484.43
16-08-2000,1484.43,1496.09,1475.74,1479.85
17-08-2000,1479.85,1499.32,1479.85,1496.07
18-08-2000,1496.07,1499.47,1488.99,1491.72
21-08-2000,1491.72,1502.84,1491.13,1499.48
22-08-2000,1499.48,1508.45,1497.42,1498.13
23-08-2000,1498.13,1507.2,1489.52,1505.97
24-08-2000,1505.97,1511.16,1501.25,1508.31
25-08-2000,1508.31,1513.47,1505.09,1506.45
28-08-2000,1506.45,1523.95,1506.45,1514.09
29-08-2000,1514.09,1514.89,1505.48,1509.84
30-08-2000,1509.84,1510.49,1500.09,1502.59
31-08-2000,1502.59,1525.21,1502.59,1517.68
01-09-2000,1517.68,1530.09,1515.53,1520.77
05-09-2000,1520.77,1520.77,1503.75,1507.08
06-09-2000,1507.08,1512.61,1492.12,1492.25
07-09-2000,1492.25,1505.34,1492.25,1502.51
08-09-2000,1502.51,1502.51,1489.88,1494.5
11-09-2000,1494.5,1506.76,1483.01,1489.26
12-09-2000,1489.26,1496.93,1479.67,1481.99
13-09-2000,1481.99,1487.45,1473.61,1484.91
14-09-2000,1484.91,1494.16,1476.73,1480.87
15-09-2000,1480.87,1480.96,1460.22,1465.81
18-09-2000,1465.81,1467.77,1441.92,1444.51
19-09-2000,1444.51,1461.16,1444.51,1459.9
20-09-2000,1459.9,1460.49,1430.95,1451.34
21-09-2000,1451.34,1452.77,1436.3,1449.05
22-09-2000,1449.05,1449.05,1421.08,1448.72
25-09-2000,1448.72,1457.42,1435.93,1439.03
26-09-2000,1439.03,1448.04,1425.25,1427.21
27-09-2000,1427.21,1437.22,1419.44,1426.57
28-09-2000,1426.57,1461.69,1425.78,1458.29
29-09-2000,1458.29,1458.29,1436.29,1436.51
02-10-2000,1436.52,1445.6,1429.83,1436.23
03-10-2000,1436.23,1454.82,1425.28,1426.46
04-10-2000,1426.46,1439.99,1416.31,1434.32
05-10-2000,1434.32,1444.17,1431.8,1436.28
06-10-2000,1436.28,1443.3,1397.06,1408.99
09-10-2000,1408.99,1409.69,1392.48,1402.03
10-10-2000,1402.03,1408.83,1383.85,1387.02
11-10-2000,1387.02,1387.02,1349.67,1364.59
12-10-2000,1364.59,1374.93,1328.06,1329.78
13-10-2000,1329.78,1374.17,1326.81,1374.17
16-10-2000,1374.17,1379.48,1365.06,1374.62
17-10-2000,1374.62,1380.99,1342.34,1349.97
18-10-2000,1349.97,1356.65,1305.79,1342.13
19-10-2000,1342.13,1389.93,1342.13,1388.76
20-10-2000,1388.76,1408.47,1382.19,1396.93
23-10-2000,1396.93,1406.96,1387.75,1395.78
24-10-2000,1395.78,1415.64,1388.13,1398.13
25-10-2000,1398.13,1398.13,1362.21,1364.9
26-10-2000,1364.9,1372.72,1337.77,1364.44
27-10-2000,1364.44,1384.57,1364.13,1379.58
30-10-2000,1379.58,1406.36,1376.86,1398.66
31-10-2000,1398.66,1432.22,1398.66,1429.4
01-11-2000,1429.4,1429.6,1410.45,1421.22
02-11-2000,1421.22,1433.27,1421.13,1428.32
03-11-2000,1428.32,1433.21,1420.92,1426.69
06-11-2000,1428.76,1438.46,1427.72,1432.19
07-11-2000,1432.19,1436.22,1423.26,1431.87
08-11-2000,1431.87,1437.28,1408.78,1409.28
09-11-2000,1409.28,1409.28,1369.68,1400.14
10-11-2000,1400.14,1400.14,1365.97,1365.98
13-11-2000,1365.98,1365.98,1328.62,1351.26
14-11-2000,1351.26,1390.06,1351.26,1382.95
15-11-2000,1382.95,1395.96,1374.75,1389.81
16-11-2000,1389.81,1394.68,1370.4,1372.32
17-11-2000,1372.32,1384.85,1355.55,1367.72
20-11-2000,1367.72,1367.72,1341.67,1342.62
21-11-2000,1342.62,1355.87,1333.62,1347.35
22-11-2000,1347.35,1347.35,1321.89,1322.36
24-11-2000,1322.36,1343.83,1322.36,1341.77
27-11-2000,1341.77,1362.5,1341.77,1348.97
28-11-2000,1348.97,1358.81,1334.97,1336.09
29-11-2000,1336.09,1352.38,1329.28,1341.91
30-11-2000,1341.91,1341.91,1294.9,1314.95
01-12-2000,1314.95,1334.67,1307.02,1315.23
04-12-2000,1315.18,1332.06,1310.23,1324.97
05-12-2000,1324.97,1376.56,1324.97,1376.54
06-12-2000,1376.54,1376.54,1346.15,1351.46
07-12-2000,1351.46,1353.5,1339.26,1343.55
08-12-2000,1343.55,1380.33,1343.55,1369.89
11-12-2000,1369.89,1389.05,1364.14,1380.2
12-12-2000,1380.2,1380.27,1370.27,1371.18
13-12-2000,1371.18,1385.82,1358.48,1359.99
14-12-2000,1359.99,1359.99,1340.48,1340.93
15-12-2000,1340.93,1340.93,1305.38,1312.15
18-12-2000,1312.15,1332.32,1312.15,1322.74
19-12-2000,1322.96,1346.44,1305.2,1305.6
20-12-2000,1305.6,1305.6,1261.16,1264.74
21-12-2000,1264.74,1285.31,1254.07,1274.86
22-12-2000,1274.86,1305.97,1274.86,1305.97
26-12-2000,1305.97,1315.94,1301.64,1315.19
27-12-2000,1315.19,1332.03,1310.96,1328.92
28-12-2000,1328.92,1335.93,1325.78,1334.22
29-12-2000,1334.22,1340.1,1317.51,1320.28
02-01-2001,1320.28,1320.28,1276.05,1283.27
03-01-2001,1283.27,1347.76,1274.62,1347.56
04-01-2001,1347.56,1350.24,1329.14,1333.34
05-01-2001,1333.34,1334.77,1294.95,1298.35
08-01-2001,1298.35,1298.35,1276.29,1295.86
09-01-2001,1295.86,1311.72,1295.14,1300.8
10-01-2001,1300.8,1313.76,1287.28,1313.27
11-01-2001,1313.27,1332.19,1310.36,1326.82
12-01-2001,1326.82,1333.21,1311.59,1318.32
16-01-2001,1318.32,1327.81,1313.33,1326.65
17-01-2001,1326.65,1346.92,1325.41,1329.47
18-01-2001,1329.89,1352.71,1327.41,1347.97
19-01-2001,1347.97,1354.55,1336.74,1342.54
22-01-2001,1342.54,1353.62,1333.84,1342.9
23-01-2001,1342.9,1362.9,1339.63,1360.4
24-01-2001,1360.4,1369.59,1357.28,1364.3
25-01-2001,1364.3,1367.35,1354.63,1357.51
26-01-2001,1357.51,1357.51,1342.75,1354.95
29-01-2001,1354.92,1365.54,1350.36,1364.17
30-01-2001,1364.17,1375.68,1356.2,1373.73
31-01-2001,1373.73,1383.37,1364.66,1366.01
01-02-2001,1366.01,1373.5,1359.34,1373.47
02-02-2001,1373.47,1376.38,1348.72,1349.47
05-02-2001,1349.47,1354.56,1344.48,1354.31
06-02-2001,1354.31,1363.55,1350.04,1352.26
07-02-2001,1352.26,1352.26,1334.26,1340.89
08-02-2001,1341.1,1350.32,1332.42,1332.53
09-02-2001,1332.53,1332.53,1309.98,1314.76
12-02-2001,1314.76,1330.96,1313.64,1330.31
13-02-2001,1330.31,1336.62,1317.51,1318.8
14-02-2001,1318.8,1320.73,1304.72,1315.92
15-02-2001,1315.92,1331.29,1315.92,1326.61
16-02-2001,1326.61,1326.61,1293.18,1301.53
20-02-2001,1301.53,1307.16,1278.44,1278.94
21-02-2001,1278.94,1282.97,1253.16,1255.27
22-02-2001,1255.27,1259.94,1228.33,1252.82
23-02-2001,1252.82,1252.82,1215.44,1245.86
26-02-2001,1245.86,1267.69,1241.71,1267.65
27-02-2001,1267.65,1272.76,1252.26,1257.94
28-02-2001,1257.94,1263.47,1229.65,1239.94
01-03-2001,1239.94,1241.36,1214.5,1241.23
02-03-2001,1241.23,1251.01,1219.74,1234.18
05-03-2001,1234.18,1242.55,1234.04,1241.41
06-03-2001,1241.41,1267.42,1241.41,1253.8
07-03-2001,1253.8,1263.86,1253.8,1261.89
08-03-2001,1261.89,1266.5,1257.6,1264.74
09-03-2001,1264.74,1264.74,1228.42,1233.42
12-03-2001,1233.42,1233.42,1176.78,1180.16
13-03-2001,1180.16,1197.83,1171.5,1197.66
14-03-2001,1197.66,1197.66,1155.35,1166.71
15-03-2001,1166.71,1182.04,1166.71,1173.56
16-03-2001,1173.56,1173.56,1148.64,1150.53
19-03-2001,1150.53,1173.5,1147.18,1170.81
20-03-2001,1170.81,1180.56,1142.19,1142.62
21-03-2001,1142.62,1149.39,1118.74,1122.14
22-03-2001,1122.14,1124.27,1081.19,1117.58
23-03-2001,1117.58,1141.83,1117.58,1139.83
26-03-2001,1139.83,1160.02,1139.83,1152.69
27-03-2001,1152.69,1183.35,1150.96,1182.17
28-03-2001,1182.17,1182.17,1147.83,1153.29
29-03-2001,1153.29,1161.69,1136.26,1147.95
30-03-2001,1147.95,1162.8,1143.83,1160.33
02-04-2001,1160.33,1169.51,1137.51,1145.87
03-04-2001,1145.87,1145.87,1100.19,1106.46
04-04-2001,1106.46,1117.5,1091.99,1103.25
05-04-2001,1103.25,1151.47,1103.25,1151.44
06-04-2001,1151.44,1151.44,1119.29,1128.43
09-04-2001,1128.43,1146.13,1126.38,1137.59
10-04-2001,1137.59,1173.92,1137.59,1168.38
11-04-2001,1168.38,1182.24,1160.26,1165.89
12-04-2001,1165.89,1183.51,1157.73,1183.5
16-04-2001,1183.5,1184.64,1167.38,1179.68
17-04-2001,1179.68,1192.04,1169.13,1191.81
18-04-2001,1191.81,1248.42,1191.81,1238.16
19-04-2001,1238.16,1253.71,1233.39,1253.7
20-04-2001,1253.7,1253.7,1234.41,1242.98
23-04-2001,1242.98,1242.98,1217.47,1224.36
24-04-2001,1224.36,1233.54,1208.89,1209.47
25-04-2001,1209.47,1232.36,1207.38,1228.75
26-04-2001,1228.75,1248.3,1228.75,1234.52
27-04-2001,1234.52,1253.07,1234.52,1253.05
30-04-2001,1253.05,1269.3,1243.99,1249.46
01-05-2001,1249.46,1266.47,1243.55,1266.44
02-05-2001,1266.44,1272.93,1257.7,1267.43
03-05-2001,1267.43,1267.43,1239.88,1248.58
04-05-2001,1248.58,1267.51,1232,1266.61
07-05-2001,1266.61,1270,1259.19,1263.51
08-05-2001,1266.71,1267.01,1253,1261.2
09-05-2001,1261.2,1261.65,1247.83,1255.54
10-05-2001,1255.54,1268.14,1254.56,1255.18
11-05-2001,1255.18,1259.84,1240.79,1245.67
14-05-2001,1245.67,1249.68,1241.02,1248.92
15-05-2001,1248.92,1257.45,1245.36,1249.44
16-05-2001,1249.44,1286.39,1243.02,1284.99
17-05-2001,1284.99,1296.48,1282.65,1288.49
18-05-2001,1288.49,1292.06,1281.15,1291.96
21-05-2001,1291.96,1312.95,1287.87,1312.83
22-05-2001,1312.83,1315.93,1306.89,1309.38
23-05-2001,1309.38,1309.38,1288.7,1289.05
24-05-2001,1289.05,1295.04,1281.22,1293.17
25-05-2001,1293.17,1293.17,1276.42,1277.89
29-05-2001,1277.89,1278.42,1265.41,1267.93
30-05-2001,1267.93,1267.93,1245.96,1248.08
31-05-2001,1248.08,1261.91,1248.07,1255.82
01-06-2001,1255.82,1265.34,1246.88,1260.67
04-06-2001,1260.67,1267.17,1256.36,1267.11
05-06-2001,1267.11,1286.62,1267.11,1283.57
06-06-2001,1283.57,1283.85,1269.01,1270.03
07-06-2001,1270.03,1278.42,1265.41,1276.96
08-06-2001,1276.96,1277.11,1259.99,1264.96
11-06-2001,1264.96,1264.96,1249.23,1254.39
12-06-2001,1254.39,1261,1235.75,1255.85
13-06-2001,1255.85,1259.75,1241.59,1241.6
14-06-2001,1241.6,1241.6,1218.9,1219.87
15-06-2001,1219.87,1221.5,1203.03,1214.36
18-06-2001,1214.36,1221.23,1208.33,1208.43
19-06-2001,1208.43,1226.11,1207.71,1212.58
20-06-2001,1212.58,1225.61,1210.07,1223.14
21-06-2001,1223.14,1240.24,1220.25,1237.04
22-06-2001,1237.04,1237.73,1221.41,1225.35
25-06-2001,1225.35,1231.5,1213.6,1218.6
26-06-2001,1218.6,1220.7,1204.64,1216.76
27-06-2001,1216.76,1219.92,1207.29,1211.07
28-06-2001,1211.07,1234.44,1211.07,1226.2
29-06-2001,1226.2,1237.29,1221.14,1224.42
02-07-2001,1224.42,1239.78,1224.03,1236.71
03-07-2001,1236.71,1236.71,1229.43,1234.45
05-07-2001,1234.45,1234.45,1219.15,1219.24
06-07-2001,1219.24,1219.24,1188.74,1190.59
09-07-2001,1190.59,1201.76,1189.75,1198.78
10-07-2001,1198.78,1203.43,1179.93,1181.52
11-07-2001,1181.52,1184.93,1168.46,1180.18
12-07-2001,1180.18,1210.25,1180.18,1208.14
13-07-2001,1208.14,1218.54,1203.61,1215.68
16-07-2001,1215.68,1219.63,1200.05,1202.45
17-07-2001,1202.45,1215.36,1196.14,1214.44
18-07-2001,1214.44,1214.44,1198.33,1207.71
19-07-2001,1207.71,1225.04,1205.8,1215.02
20-07-2001,1215.02,1215.69,1207.04,1210.85
23-07-2001,1210.85,1215.22,1190.5,1191.03
24-07-2001,1191.03,1191.03,1165.54,1171.65
25-07-2001,1171.65,1190.52,1171.28,1190.49
26-07-2001,1190.49,1204.18,1182.65,1202.93
27-07-2001,1202.93,1209.26,1195.99,1205.82
30-07-2001,1205.82,1209.05,1200.41,1204.52
31-07-2001,1204.52,1222.74,1204.52,1211.23
01-08-2001,1211.23,1223.04,1211.23,1215.93
02-08-2001,1215.93,1226.27,1215.31,1220.75
03-08-2001,1220.75,1220.75,1205.31,1214.35
06-08-2001,1211.9,1211.9,1197.35,1200.48
07-08-2001,1200.47,1207.56,1195.64,1204.4
