Dates,Open Price,High Price,Low Price,Close Price
31-08-1988,262.51,263.8,261.21,261.52
01-09-1988,261.52,261.52,256.98,258.35
02-09-1988,258.35,264.9,258.35,264.48
06-09-1988,264.42,265.94,264.4,265.59
07-09-1988,265.62,266.98,264.93,265.87
08-09-1988,265.87,266.54,264.88,265.88
09-09-1988,265.88,268.26,263.66,266.84
12-09-1988,266.85,267.64,266.22,266.47
13-09-1988,266.45,267.43,265.22,267.43
14-09-1988,267.5,269.47,267.41,269.31
15-09-1988,269.3,269.78,268.03,268.13
16-09-1988,268.13,270.81,267.33,270.65
19-09-1988,270.64,270.65,267.41,268.82
20-09-1988,268.83,270.07,268.5,269.73
21-09-1988,269.76,270.64,269.48,270.16
22-09-1988,270.19,270.58,268.26,269.18
23-09-1988,269.16,270.31,268.28,269.76
26-09-1988,269.77,269.8,268.61,268.88
27-09-1988,268.89,269.36,268.01,268.26
28-09-1988,268.22,269.08,267.77,269.08
29-09-1988,269.09,273.02,269.08,272.59
30-09-1988,272.55,274.87,271.66,271.91
03-10-1988,271.89,271.91,268.84,271.38
04-10-1988,271.37,271.79,270.34,270.62
05-10-1988,270.63,272.45,270.08,271.86
06-10-1988,271.87,272.39,271.3,272.39
07-10-1988,272.38,278.07,272.37,278.07
10-10-1988,278.06,278.69,277.1,278.24
11-10-1988,278.15,278.24,276.33,277.93
12-10-1988,277.91,277.93,273.05,273.98
13-10-1988,273.95,275.83,273.39,275.22
14-10-1988,275.27,277.01,274.08,275.5
17-10-1988,275.48,276.65,275.01,276.41
18-10-1988,276.43,279.39,276.41,279.38
19-10-1988,279.4,280.53,274.41,276.97
20-10-1988,276.97,282.88,276.93,282.88
21-10-1988,282.88,283.66,281.16,283.66
24-10-1988,283.63,283.95,282.28,282.28
25-10-1988,282.28,282.84,281.87,282.38
26-10-1988,282.37,282.52,280.54,281.38
27-10-1988,281.35,281.38,276,277.28
28-10-1988,277.29,279.48,277.28,278.53
31-10-1988,278.54,279.39,277.14,278.97
01-11-1988,278.97,279.57,278.01,279.06
02-11-1988,279.07,279.45,277.08,279.06
03-11-1988,279.04,280.37,279.04,279.2
04-11-1988,279.11,279.2,276.31,276.31
07-11-1988,276.3,276.31,273.62,273.93
08-11-1988,273.95,275.8,273.93,275.15
09-11-1988,275.14,275.15,272.15,273.33
10-11-1988,273.32,274.37,272.98,273.69
11-11-1988,273.65,273.69,267.92,267.92
14-11-1988,267.93,269.25,266.79,267.72
15-11-1988,267.73,268.75,267.72,268.34
16-11-1988,268.41,268.41,262.85,263.82
17-11-1988,264.61,265.63,263.45,264.6
18-11-1988,264.6,266.62,264.6,266.47
21-11-1988,266.35,266.47,263.41,266.22
22-11-1988,266.19,267.85,265.42,267.21
23-11-1988,267.22,269.56,267.21,269
25-11-1988,268.99,269,266.47,267.23
28-11-1988,267.22,268.98,266.97,268.64
29-11-1988,268.6,271.31,268.13,270.91
30-11-1988,270.91,274.36,270.9,273.7
01-12-1988,273.68,273.7,272.27,272.49
02-12-1988,272.49,272.49,270.47,271.81
05-12-1988,274.93,275.62,271.81,274.93
06-12-1988,274.93,277.89,274.62,277.59
07-12-1988,277.59,279.01,277.34,278.13
08-12-1988,278.13,278.13,276.55,276.57
09-12-1988,276.57,277.82,276.34,277.03
12-12-1988,277.03,278.82,276.52,276.52
13-12-1988,276.52,276.52,274.58,276.31
14-12-1988,276.31,276.31,274.58,275.31
15-12-1988,275.32,275.62,274.01,274.28
16-12-1988,274.31,276.29,274.28,276.29
19-12-1988,276.03,279.31,275.61,278.91
20-12-1988,278.93,280.45,277.47,277.47
21-12-1988,277.49,277.83,276.3,277.38
22-12-1988,277.68,277.89,276.86,276.87
23-12-1988,276.87,277.99,276.87,277.87
27-12-1988,277.86,278.09,276.74,276.83
28-12-1988,276.86,277.55,276.17,277.08
29-12-1988,277.1,279.42,277.08,279.4
30-12-1988,279.39,279.78,277.72,277.72
03-01-1989,277.71,277.72,273.81,275.31
04-01-1989,275.41,279.74,275.31,279.43
05-01-1989,279.44,280.14,279.44,280.01
06-01-1989,279.99,282.06,279.99,280.67
09-01-1989,280.68,281.89,280.32,280.98
10-01-1989,280.96,281.58,279.44,280.38
11-01-1989,280.35,282.01,280.21,282.01
12-01-1989,282.01,284.63,281.99,283.17
13-01-1989,283.17,284.12,282.71,283.87
16-01-1989,283.86,284.88,283.63,284.14
17-01-1989,284.12,284.14,283.06,283.55
18-01-1989,283.55,286.87,282.65,286.53
19-01-1989,286.54,287.9,283.43,286.9
20-01-1989,286.89,287.04,285.75,286.63
23-01-1989,287.85,287.98,284.5,284.5
24-01-1989,284.49,288.49,284.49,288.49
25-01-1989,288.48,289.15,287.97,289.14
26-01-1989,289.12,292.62,288.13,291.69
27-01-1989,292.2,296.08,291.69,293.82
30-01-1989,293.81,295.13,293.54,294.99
31-01-1989,294.97,297.51,293.57,297.47
01-02-1989,297.48,298.33,296.22,297.09
02-02-1989,297.09,297.92,295.81,296.84
03-02-1989,296.81,297.66,296.14,296.97
06-02-1989,296.96,296.99,294.96,296.04
07-02-1989,296.03,300.34,295.78,299.63
08-02-1989,299.62,300.57,298.41,298.65
09-02-1989,298.62,298.79,295.16,296.06
10-02-1989,295.91,296.06,291.96,292.02
13-02-1989,291.99,293.07,290.88,292.54
14-02-1989,292.57,294.37,291.41,291.81
15-02-1989,291.8,294.42,291.49,294.24
16-02-1989,294.25,295.15,294.22,294.81
17-02-1989,294.8,297.12,294.69,296.76
21-02-1989,296.78,297.04,295.16,295.98
22-02-1989,295.96,295.98,290.76,290.91
23-02-1989,290.87,292.05,289.83,292.05
24-02-1989,292.03,292.05,287.13,287.13
27-02-1989,287.14,288.12,286.26,287.82
28-02-1989,287.92,289.42,287.63,288.86
01-03-1989,288.88,290.28,286.46,287.11
02-03-1989,287.23,290.32,287.11,289.95
03-03-1989,289.94,291.18,289.44,291.18
06-03-1989,291.2,294.81,291.2,294.81
07-03-1989,294.82,295.16,293.5,293.87
08-03-1989,293.84,295.62,293.51,294.08
09-03-1989,294.1,294.69,293.85,293.93
10-03-1989,293.91,293.93,291.6,292.88
13-03-1989,292.9,296.18,292.9,295.32
14-03-1989,295.33,296.29,294.63,295.14
15-03-1989,295.15,296.78,295.14,296.67
16-03-1989,296.66,299.99,296.66,299.44
17-03-1989,299.38,299.44,291.08,292.69
20-03-1989,292.64,292.69,288.56,289.92
21-03-1989,289.93,292.38,289.92,291.33
22-03-1989,291.34,291.46,289.9,290.49
23-03-1989,290.5,291.51,288.56,288.98
27-03-1989,288.93,290.57,288.07,290.57
28-03-1989,290.63,292.32,290.57,291.59
29-03-1989,291.58,292.75,291.42,292.35
30-03-1989,292.36,293.8,291.5,292.52
31-03-1989,292.54,294.96,292.52,294.87
03-04-1989,294.86,297.04,294.62,296.39
04-04-1989,296.4,296.4,294.72,295.31
05-04-1989,295.29,296.43,295.28,296.24
06-04-1989,296.22,296.24,294.52,295.29
07-04-1989,295.27,297.62,294.35,297.16
10-04-1989,297.15,297.94,296.85,297.11
11-04-1989,297.12,298.87,297.11,298.49
12-04-1989,298.51,299.81,298.49,298.99
13-04-1989,299,299,296.27,296.4
14-04-1989,296.42,301.38,296.4,301.36
17-04-1989,300.88,302.01,300.71,301.72
18-04-1989,301.74,306.25,301.72,306.02
19-04-1989,305.97,307.68,305.36,307.15
20-04-1989,307.18,307.96,304.53,306.19
21-04-1989,306.25,309.61,306.19,309.61
24-04-1989,309.58,309.61,307.83,308.69
25-04-1989,309.09,309.65,306.74,306.75
26-04-1989,306.78,307.3,306.07,306.93
27-04-1989,306.96,310.45,306.93,309.58
28-04-1989,309.6,309.65,308.48,309.64
01-05-1989,309.62,309.64,307.4,309.12
02-05-1989,309.15,310.45,308.12,308.12
03-05-1989,308.08,308.52,307.11,308.16
04-05-1989,308.14,308.4,307.32,307.77
05-05-1989,309.31,310.69,306.98,307.61
08-05-1989,307.6,307.61,304.74,306
09-05-1989,306.02,306.99,304.06,305.19
10-05-1989,305.21,306.25,304.85,305.8
11-05-1989,305.86,307.34,305.8,306.95
12-05-1989,306.99,313.84,306.95,313.84
15-05-1989,313.89,316.16,313.84,316.16
16-05-1989,316.13,316.16,314.99,315.28
17-05-1989,315.33,317.94,315.11,317.48
18-05-1989,317.45,318.52,316.54,317.97
19-05-1989,318,321.38,317.97,321.24
22-05-1989,321.36,323.06,320.45,321.98
23-05-1989,321.9,321.98,318.2,318.32
24-05-1989,318.33,319.14,317.58,319.14
25-05-1989,319.12,319.6,318.42,319.17
26-05-1989,319.19,321.59,319.14,321.59
30-05-1989,321.57,322.53,317.83,319.05
31-05-1989,319.04,321.3,318.68,320.52
01-06-1989,320.51,322.45,320.01,321.97
02-06-1989,321.98,325.63,321.97,325.52
05-06-1989,325.54,325.93,322.03,322.03
06-06-1989,323.27,324.48,321.27,324.24
07-06-1989,324.25,326.95,324.25,326.95
08-06-1989,326.96,327.37,325.92,326.75
09-06-1989,326.73,327.32,325.16,326.69
12-06-1989,326.24,326.24,326.24,326.24
13-06-1989,326.23,326.24,322.96,323.91
14-06-1989,323.93,324.89,322.8,323.83
15-06-1989,323.8,323.83,319.21,320.08
16-06-1989,319.96,321.36,318.69,321.35
19-06-1989,321.34,321.89,320.4,321.89
20-06-1989,321.88,322.78,321.03,321.25
21-06-1989,321.27,321.87,319.25,320.48
22-06-1989,320.41,322.34,320.2,322.32
23-06-1989,322.33,328,322.32,328
26-06-1989,327.96,328.15,326.31,326.6
27-06-1989,326.61,329.19,326.59,328.44
28-06-1989,328.42,328.44,324.3,325.81
29-06-1989,325.75,325.81,319.54,319.68
30-06-1989,319.67,319.97,314.38,317.98
03-07-1989,318.06,319.27,317.27,319.23
05-07-1989,319.2,321.22,317.26,320.64
06-07-1989,320.66,321.55,320.45,321.55
07-07-1989,321.57,325.87,321.08,324.91
10-07-1989,324.93,327.07,324.92,327.07
11-07-1989,327.09,330.42,327.07,328.78
12-07-1989,328.77,330.39,327.92,329.81
13-07-1989,329.83,330.37,329.08,329.95
14-07-1989,329.96,331.89,327.13,331.84
17-07-1989,331.78,333.02,331.02,332.44
18-07-1989,332.42,332.42,330.75,331.35
19-07-1989,331.37,335.73,331.37,335.73
20-07-1989,335.77,337.4,333.22,333.51
21-07-1989,333.5,335.91,332.46,335.9
24-07-1989,335.83,335.91,333.44,333.67
25-07-1989,333.7,336.29,332.6,333.88
26-07-1989,333.87,338.05,333.19,338.05
27-07-1989,338.12,342,338.05,341.99
28-07-1989,341.94,342.96,341.3,342.15
31-07-1989,342.13,346.08,342.02,346.08
01-08-1989,346.13,347.99,342.93,343.75
02-08-1989,343.73,344.34,342.47,344.34
03-08-1989,344.35,345.22,343.81,344.74
04-08-1989,344.68,345.42,342.6,343.92
07-08-1989,343.93,349.42,343.91,349.41
08-08-1989,349.42,349.84,348.28,349.35
09-08-1989,349.3,351,346.86,346.94
10-08-1989,346.93,349.78,345.31,348.25
11-08-1989,348.28,351.18,344.01,344.74
14-08-1989,344.71,345.44,341.96,343.06
15-08-1989,343.07,345.03,343.07,344.71
16-08-1989,344.8,346.37,344.71,345.66
17-08-1989,345.68,346.39,342.97,344.45
18-08-1989,344.46,346.03,343.89,346.03
21-08-1989,346.01,346.25,340.55,340.67
22-08-1989,340.64,341.25,339,341.19
23-08-1989,341.23,344.8,341.19,344.7
24-08-1989,344.75,351.52,344.7,351.52
25-08-1989,351.43,352.73,350.09,350.52
28-08-1989,349.56,352.09,349.08,352.09
29-08-1989,352.1,352.12,348.86,349.84
30-08-1989,349.85,352.27,348.66,350.65
31-08-1989,350.66,351.45,350.21,351.45
01-09-1989,351.37,353.9,351.37,353.73
05-09-1989,353.74,354.13,351.82,352.56
06-09-1989,352.46,352.56,347.98,349.24
07-09-1989,349.28,350.31,348.15,348.35
08-09-1989,348.36,349.18,345.74,348.76
11-09-1989,348.75,348.76,345.91,347.66
12-09-1989,347.63,349.46,347.5,348.7
13-09-1989,348.71,350.1,345.46,345.46
14-09-1989,345.48,345.61,342.55,343.16
15-09-1989,343.19,345.06,341.37,345.06
18-09-1989,345.04,346.84,344.6,346.73
19-09-1989,346.7,348.17,346.44,346.55
20-09-1989,346.56,347.27,346.18,346.47
21-09-1989,346.47,348.46,344.96,345.7
22-09-1989,345.69,347.57,345.69,347.05
25-09-1989,346.99,347.05,343.7,344.23
26-09-1989,344.22,347.02,344.13,344.33
27-09-1989,345,345.47,342.85,345.1
28-09-1989,345.81,348.61,345.48,348.6
29-09-1989,348.63,350.31,348.12,349.15
02-10-1989,349.19,350.99,348.35,350.87
03-10-1989,350.85,354.73,350.85,354.71
04-10-1989,354.75,357.49,354.75,356.94
05-10-1989,356.92,357.63,356.28,356.97
06-10-1989,357,359.05,356.97,358.78
09-10-1989,358.76,359.86,358.06,359.8
10-10-1989,359.83,360.44,358.11,359.13
11-10-1989,359,359.13,356.08,356.99
12-10-1989,356.93,356.99,354.91,355.39
13-10-1989,355.41,355.53,332.81,333.62
16-10-1989,333.47,342.87,327.12,342.85
17-10-1989,342.84,342.84,335.69,341.16
18-10-1989,341.08,343.39,339.03,341.76
19-10-1989,341.79,348.82,341.76,347.13
20-10-1989,347.14,347.57,344.47,347.16
23-10-1989,347.11,348.19,344.22,344.83
24-10-1989,344.82,344.83,335.13,343.7
25-10-1989,343.69,344.51,341.96,342.5
26-10-1989,342.47,342.5,337.2,337.93
27-10-1989,337.96,337.97,333.26,335.06
30-10-1989,335.07,337.04,334.48,335.07
31-10-1989,335.08,340.86,335.07,340.36
01-11-1989,340.37,341.74,339.79,341.2
02-11-1989,341.15,341.2,336.61,338.48
03-11-1989,338.46,339.67,337.37,337.62
06-11-1989,337.61,337.62,332.33,332.61
07-11-1989,332.6,334.82,330.91,334.81
08-11-1989,334.83,339.41,334.81,338.15
09-11-1989,338.13,338.73,336.21,336.57
10-11-1989,336.6,339.1,336.57,339.1
13-11-1989,339.08,340.51,337.93,339.55
14-11-1989,339.56,340.41,337.06,337.99
15-11-1989,338,340.54,337.14,340.54
16-11-1989,340.53,341.02,338.93,340.58
17-11-1989,340.55,342.24,339.85,341.61
20-11-1989,341.63,341.9,338.29,339.35
21-11-1989,339.37,340.21,337.53,339.59
22-11-1989,339.6,341.92,339.59,341.91
24-11-1989,341.92,344.24,341.92,343.97
27-11-1989,343.98,346.24,343.98,345.61
28-11-1989,345.59,346.33,344.41,345.77
29-11-1989,345.76,345.77,343.36,343.6
30-11-1989,343.57,346.5,343.57,345.99
01-12-1989,346.01,351.88,346.01,350.63
04-12-1989,350.62,351.51,350.32,351.41
05-12-1989,351.42,352.24,349.58,349.58
06-12-1989,349.59,349.94,347.91,348.55
07-12-1989,348.53,349.84,346,347.59
08-12-1989,347.6,349.6,347.6,348.69
11-12-1989,348.66,348.74,346.39,348.56
12-12-1989,348.54,352.21,348.41,351.73
13-12-1989,351.7,354.1,351.65,352.75
14-12-1989,352.74,352.74,350.08,350.93
15-12-1989,350.97,351.86,346.08,350.06
18-12-1989,350.13,350.88,342.19,343.69
19-12-1989,343.68,343.74,339.63,342.46
20-12-1989,343.06,343.7,341.79,342.84
21-12-1989,342.88,345.03,342.84,344.78
22-12-1989,344.84,347.53,344.76,347.42
26-12-1989,347.41,347.87,346.53,346.81
27-12-1989,346.84,349.12,346.84,348.81
28-12-1989,348.8,350.68,348.76,350.67
29-12-1989,350.68,353.41,350.67,353.4
02-01-1990,353.39,359.69,351.98,359.69
03-01-1990,359.66,360.59,357.89,358.76
04-01-1990,358.74,358.76,352.89,355.67
05-01-1990,355.65,355.67,351.35,352.2
08-01-1990,352.19,354.24,350.54,353.79
09-01-1990,353.83,354.17,349.61,349.62
10-01-1990,349.6,349.62,344.32,347.31
11-01-1990,347.35,350.14,347.31,348.53
12-01-1990,348.49,348.53,339.49,339.93
15-01-1990,339.93,339.94,336.57,337
16-01-1990,336.97,340.75,333.37,340.75
17-01-1990,340.77,342.01,336.26,337.4
18-01-1990,337.39,338.38,333.98,338.19
19-01-1990,338.23,340.48,338.19,339.15
22-01-1990,339.14,339.96,330.28,330.38
23-01-1990,330.41,332.76,328.67,331.61
24-01-1990,331.51,331.71,324.17,330.26
25-01-1990,330.31,332.33,325.33,326.08
26-01-1990,326.09,328.58,321.44,325.8
29-01-1990,325.82,327.31,321.79,325.2
30-01-1990,325.11,325.73,319.83,322.98
31-01-1990,323.02,329.08,322.98,329.08
01-02-1990,329.07,329.86,327.76,328.79
02-02-1990,328.78,332.1,328.09,330.92
05-02-1990,330.91,332.16,330.45,331.85
06-02-1990,331.85,331.86,328.2,329.66
07-02-1990,329.58,333.76,326.55,333.75
08-02-1990,333.74,336.09,332,332.96
09-02-1990,333.02,334.6,332.41,333.62
12-02-1990,333.56,333.62,329.97,330.08
13-02-1990,330.09,331.61,327.92,331.02
14-02-1990,331.01,333.2,330.64,332.01
15-02-1990,331.99,335.21,331.61,334.89
16-02-1990,334.87,335.64,332.42,332.72
20-02-1990,332.62,332.72,326.26,327.99
21-02-1990,327.91,328.17,324.47,327.67
22-02-1990,327.73,330.98,325.7,325.7
23-02-1990,325.69,326.13,322.1,324.15
26-02-1990,324.15,328.67,323.98,328.67
27-02-1990,328.68,331.94,328.47,330.26
28-02-1990,330.27,333.48,330.16,331.89
01-03-1990,331.86,334.4,331.08,332.74
02-03-1990,332.72,335.54,332.72,335.54
05-03-1990,335.53,336.38,333.49,333.74
06-03-1990,333.77,337.93,333.57,337.93
07-03-1990,337.92,338.84,336.33,336.95
08-03-1990,336.98,340.66,336.95,340.27
09-03-1990,340.12,340.12,336.84,337.93
12-03-1990,337.91,339.08,336.14,338.67
13-03-1990,338.66,338.67,335.36,336
14-03-1990,335.99,337.63,334.93,336.87
15-03-1990,336.89,338.91,336.87,338.07
16-03-1990,338.1,341.91,338.07,341.91
19-03-1990,341.86,343.76,339.12,343.53
20-03-1990,343.51,344.49,340.87,341.57
21-03-1990,341.57,342.34,339.56,339.74
22-03-1990,339.74,339.77,333.62,335.69
23-03-1990,335.69,337.58,335.69,337.22
26-03-1990,337.22,339.74,337.22,337.63
27-03-1990,337.63,341.5,337.03,341.5
28-03-1990,341.5,342.58,340.6,342
29-03-1990,342,342.07,339.77,340.79
30-03-1990,340.79,341.41,338.21,339.94
02-04-1990,339.94,339.94,336.33,338.7
03-04-1990,338.7,343.76,338.7,343.64
04-04-1990,343.64,344.12,340.4,341.09
05-04-1990,341.09,342.85,340.63,340.73
06-04-1990,340.73,341.73,338.94,340.08
09-04-1990,340.08,341.83,339.88,341.37
10-04-1990,341.37,342.41,340.62,342.07
11-04-1990,342.07,343,341.26,341.92
12-04-1990,341.92,344.79,341.91,344.34
16-04-1990,344.34,347.3,344.17,344.74
17-04-1990,344.74,345.19,342.06,344.68
18-04-1990,344.71,345.33,340.11,340.72
19-04-1990,340.72,340.72,337.59,338.09
20-04-1990,338.12,338.52,333.41,335.12
23-04-1990,335.12,335.12,330.09,331.05
24-04-1990,331.22,332.97,329.71,330.36
25-04-1990,330.4,332.74,330.36,332.03
26-04-1990,332.06,333.76,330.67,332.92
27-04-1990,332.93,333.57,328.71,329.11
30-04-1990,329.06,331.31,327.76,330.8
01-05-1990,330.8,332.83,330.8,332.25
02-05-1990,332.27,334.48,332.15,334.48
03-05-1990,334.51,337.02,334.47,335.57
04-05-1990,335.58,338.46,335.17,338.39
07-05-1990,338.39,341.07,338.11,340.53
08-05-1990,340.53,342.03,340.17,342.01
09-05-1990,342.01,343.08,340.9,342.86
10-05-1990,342.87,344.98,342.77,343.82
11-05-1990,343.82,352.31,343.82,352
14-05-1990,352,358.41,351.95,354.75
15-05-1990,354.75,355.09,352.84,354.28
16-05-1990,354.27,354.68,351.95,354
17-05-1990,354,356.92,354,354.47
18-05-1990,354.47,354.64,352.52,354.64
21-05-1990,354.64,359.07,353.78,358
22-05-1990,358.07,360.5,356.51,358.43
23-05-1990,358.43,359.29,356.99,359.29
24-05-1990,359.29,359.56,357.87,358.41
25-05-1990,358.41,358.41,354.33,354.58
29-05-1990,354.56,360.65,354.55,360.65
30-05-1990,360.65,362.26,360,360.86
31-05-1990,360.86,361.84,360.23,361.23
01-06-1990,361.26,363.52,361.21,363.16
04-06-1990,363.16,367.85,362.43,367.4
05-06-1990,367.4,368.78,365.49,366.64
06-06-1990,366.64,366.64,364.42,364.96
07-06-1990,364.97,365.92,361.6,363.15
08-06-1990,363.15,363.49,357.68,358.71
11-06-1990,358.71,361.63,357.7,361.63
12-06-1990,361.63,367.27,361.15,366.25
13-06-1990,366.25,367.09,364.51,364.9
14-06-1990,364.9,364.9,361.64,362.9
15-06-1990,362.89,363.14,360.71,362.91
18-06-1990,362.91,362.91,356.88,356.88
19-06-1990,356.88,358.9,356.18,358.47
20-06-1990,358.47,359.91,357,359.1
21-06-1990,359.1,360.88,357.63,360.47
22-06-1990,360.52,363.2,355.31,355.43
25-06-1990,355.42,356.41,351.91,352.31
26-06-1990,352.32,356.09,351.85,352.06
27-06-1990,352.06,355.89,351.23,355.14
28-06-1990,355.16,357.63,355.14,357.63
29-06-1990,357.64,359.09,357.3,358.02
02-07-1990,358.02,359.58,357.54,359.54
03-07-1990,359.54,360.73,359.44,360.16
05-07-1990,360.16,360.16,354.86,355.68
06-07-1990,355.69,359.02,354.64,358.42
09-07-1990,358.42,360.05,358.11,359.52
10-07-1990,359.52,359.74,356.41,356.49
11-07-1990,356.49,361.23,356.49,361.23
12-07-1990,361.23,365.46,360.57,365.44
13-07-1990,365.45,369.68,365.44,367.31
16-07-1990,367.31,369.78,367.31,368.95
17-07-1990,368.95,369.4,364.99,367.52
18-07-1990,367.52,367.52,362.95,364.22
19-07-1990,364.22,365.32,361.29,365.32
20-07-1990,365.32,366.64,361.58,361.61
23-07-1990,361.61,361.61,350.09,355.31
24-07-1990,355.31,356.09,351.46,355.79
25-07-1990,355.79,357.52,354.8,357.09
26-07-1990,357.09,357.47,353.95,355.91
27-07-1990,355.9,355.94,352.14,353.44
30-07-1990,353.44,355.55,351.15,355.55
31-07-1990,355.55,357.54,353.91,356.15
01-08-1990,356.15,357.35,353.82,355.52
02-08-1990,355.52,355.52,349.73,351.48
03-08-1990,351.48,351.48,338.2,344.86
06-08-1990,344.86,344.86,333.27,334.43
07-08-1990,334.43,338.63,332.22,334.83
08-08-1990,334.83,339.21,334.83,338.35
09-08-1990,338.4,340.56,337.56,339.94
10-08-1990,339.9,339.94,334.22,335.52
13-08-1990,335.39,338.88,332.02,338.84
14-08-1990,338.77,340.96,337.19,339.39
15-08-1990,339.38,341.92,339.38,340.06
16-08-1990,340.06,340.06,332.39,332.39
17-08-1990,332.36,332.39,324.63,327.83
20-08-1990,327.8,329.9,327.07,328.51
21-08-1990,328.35,328.51,318.78,321.86
22-08-1990,321.89,324.15,316.55,316.55
23-08-1990,316.53,316.55,306.56,307.06
24-08-1990,307.06,311.65,306.18,311.51
27-08-1990,311.55,323.11,311.55,321.44
28-08-1990,321.32,322.2,320.25,321.34
29-08-1990,321.34,325.83,320.87,324.19
30-08-1990,324.19,324.57,317.82,318.71
31-08-1990,318.71,322.57,316.59,322.56
04-09-1990,322.56,323.09,319.11,323.09
05-09-1990,323.09,324.52,320.99,324.39
06-09-1990,324.39,324.39,319.37,320.46
07-09-1990,320.46,324.18,319.71,323.4
10-09-1990,323.42,326.53,320.31,321.63
11-09-1990,321.63,322.18,319.6,321.04
12-09-1990,321.04,322.55,319.6,322.54
13-09-1990,322.51,322.54,318.02,318.65
14-09-1990,318.65,318.65,314.76,316.83
17-09-1990,315.35,318.05,315.21,317.77
18-09-1990,317.77,318.85,314.27,318.6
19-09-1990,318.6,319.35,316.25,316.6
20-09-1990,316.6,316.6,310.55,311.48
21-09-1990,311.53,312.17,307.98,311.32
24-09-1990,311.3,311.32,303.58,304.59
25-09-1990,304.93,308.27,304.23,308.26
26-09-1990,308.26,308.28,303.05,305.06
27-09-1990,305.06,307.47,299.1,300.97
28-09-1990,300.97,306.05,295.98,306.05
01-10-1990,306.12,314.94,306.05,314.94
02-10-1990,315.01,319.69,314.94,315.21
03-10-1990,315.21,316.26,310.7,311.4
04-10-1990,311.4,313.4,308.59,312.69
05-10-1990,312.69,314.79,305.76,311.5
08-10-1990,311.62,315.03,311.5,313.48
09-10-1990,313.35,313.48,305.09,305.1
10-10-1990,305.07,306.43,299.21,300.39
11-10-1990,300.47,301.45,294.51,295.46
12-10-1990,295.45,301.68,295.22,300.03
15-10-1990,300.03,304.79,296.41,303.23
16-10-1990,303.23,304.34,298.12,298.92
17-10-1990,298.92,301.5,297.79,298.76
18-10-1990,298.75,305.74,298.75,305.74
19-10-1990,305.74,312.48,305.74,312.48
22-10-1990,312.45,315.83,310.47,314.76
23-10-1990,314.76,315.06,312.06,312.36
24-10-1990,312.36,313.51,310.74,312.6
25-10-1990,312.6,313.71,309.7,310.17
26-10-1990,310.17,310.17,304.71,304.71
29-10-1990,304.74,307.41,300.69,301.88
30-10-1990,301.88,304.36,299.44,304.06
31-10-1990,304.06,305.7,302.33,304
01-11-1990,303.99,307.27,301.61,307.02
02-11-1990,307.02,311.94,306.88,311.85
05-11-1990,311.85,314.61,311.41,314.59
06-11-1990,314.59,314.76,311.43,311.62
07-11-1990,311.62,311.62,305.79,306.01
08-11-1990,306.01,309.77,305.03,307.61
09-11-1990,307.61,313.78,307.61,313.74
12-11-1990,313.73,319.77,313.73,319.48
13-11-1990,319.46,319.48,317.26,317.67
14-11-1990,317.66,321.7,317.23,320.4
15-11-1990,320.4,320.4,316.13,317.02
16-11-1990,317.02,318.8,314.99,317.12
19-11-1990,317.19,319.39,317.12,319.34
20-11-1990,319.29,319.34,315.31,315.31
21-11-1990,315.29,316.15,312.42,316.03
23-11-1990,315.96,317.3,315.06,315.1
26-11-1990,314.91,316.51,311.48,316.51
27-11-1990,316.53,318.69,315.79,318.1
28-11-1990,318.08,319.96,317.62,317.95
29-11-1990,317.95,317.95,315.03,316.42
30-11-1990,316.42,323.02,315.42,322.22
03-12-1990,322.23,324.9,322.23,324.1
04-12-1990,324.11,326.77,321.97,326.35
05-12-1990,326.36,329.92,325.66,329.92
06-12-1990,329.94,333.98,328.37,329.07
07-12-1990,329.09,329.39,326.39,327.75
10-12-1990,327.72,328.97,326.15,328.89
11-12-1990,328.88,328.89,325.65,326.44
12-12-1990,326.44,330.36,326.44,330.19
13-12-1990,330.14,330.58,328.77,329.34
14-12-1990,328.38,329.34,325.16,326.82
17-12-1990,326.77,326.82,324.46,326.02
18-12-1990,326.02,330.43,325.75,330.05
19-12-1990,330.04,330.8,329.39,330.2
20-12-1990,330.2,330.74,326.94,330.12
21-12-1990,330.12,332.47,330.12,331.75
24-12-1990,331.74,331.74,329.16,329.9
26-12-1990,329.89,331.69,329.89,330.85
27-12-1990,330.85,331.04,328.23,328.29
28-12-1990,328.29,328.72,327.24,328.72
31-12-1990,328.71,330.23,327.5,330.22
02-01-1991,330.2,330.75,326.45,326.45
03-01-1991,326.46,326.53,321.9,321.91
04-01-1991,321.91,322.35,318.87,321
07-01-1991,320.97,321,315.44,315.44
08-01-1991,315.44,316.97,313.79,314.9
09-01-1991,314.9,320.73,310.93,311.49
10-01-1991,311.51,314.77,311.49,314.53
11-01-1991,314.53,315.24,313.59,315.23
14-01-1991,315.23,315.23,309.35,312.49
15-01-1991,312.49,313.73,311.84,313.73
16-01-1991,313.73,316.94,312.94,316.17
17-01-1991,316.17,327.97,316.17,327.97
18-01-1991,327.93,332.23,327.08,332.23
21-01-1991,332.21,332.23,328.87,331.06
22-01-1991,331.06,331.26,327.83,328.31
23-01-1991,328.3,331.04,327.93,330.21
24-01-1991,330.21,335.83,330.19,334.78
25-01-1991,334.78,336.92,334.2,336.07
28-01-1991,336.05,337.41,335.81,336.03
29-01-1991,336.03,336.03,334.26,335.84
